state,district,year,quarter,transaction_type,transaction_count,transaction_amount
Jammu & Kashmir,Udhampur District,2024,3,,5443847.0,7115339597.0
Jammu & Kashmir,Bandipore District,2024,3,,2894586.0,3205367878.0
Jammu & Kashmir,Reasi District,2024,3,,3416523.0,4266659304.0
Jammu & Kashmir,Shopian District,2024,3,,3138540.0,3010706939.0
Jammu & Kashmir,Poonch District,2024,3,,3369821.0,4714749587.0
Jammu & Kashmir,Kathua District,2024,3,,4796521.0,6208789364.0
Jammu & Kashmir,Kishtwar District,2024,3,,1808446.0,2105747004.0
Jammu & Kashmir,Pulwama District,2024,3,,4807152.0,5860144350.0
Jammu & Kashmir,Ramban District,2024,3,,2643781.0,3188017195.0
Jammu & Kashmir,Rajouri District,2024,3,,4723904.0,6811232050.0
Jammu & Kashmir,Kulgam District,2024,3,,3496380.0,3362611399.0
Jammu & Kashmir,Budgam District,2024,3,,5881878.0,7223987064.0
Jammu & Kashmir,Anantnag District,2024,3,,8027992.0,8864458713.0
Jammu & Kashmir,Kupwara District,2024,3,,7153275.0,7751199655.0
Jammu & Kashmir,Muzaffarabad District,2024,4,,34453.0,96347703.0
Jammu & Kashmir,Doda District,2024,4,,2767769.0,3091988755.0
Jammu & Kashmir,Samba District,2024,4,,5901965.0,7552995305.0
Jammu & Kashmir,Mirpur District,2024,4,,10202.0,24190440.0
Jammu & Kashmir,Srinagar District,2024,4,,14027143.0,18539513421.0
Jammu & Kashmir,Baramulla District,2024,4,,9608988.0,12099408343.0
Jammu & Kashmir,Jammu District,2024,4,,27890608.0,35573981207.0
Jammu & Kashmir,Ganderbal District,2024,4,,2024659.0,3544730099.0
Jammu & Kashmir,Udhampur District,2024,4,,5811449.0,7645636033.0
Jammu & Kashmir,Bandipore District,2024,4,,3077642.0,3530356804.0
Jammu & Kashmir,Reasi District,2024,4,,3548201.0,4508076863.0
Jammu & Kashmir,Shopian District,2024,4,,3386199.0,3877902340.0
Jammu & Kashmir,Poonch District,2024,4,,3615074.0,5132944586.0
Jammu & Kashmir,Kathua District,2024,4,,5417728.0,7439370515.0
Jammu & Kashmir,Kishtwar District,2024,4,,1718811.0,1927816341.0
Jammu & Kashmir,Pulwama District,2024,4,,4928226.0,6294154151.0
Jammu & Kashmir,Ramban District,2024,4,,2637031.0,3166940185.0
Jammu & Kashmir,Rajouri District,2024,4,,5050106.0,7559341893.0
Jammu & Kashmir,Kulgam District,2024,4,,3723606.0,4228933007.0
Jammu & Kashmir,Budgam District,2024,4,,5936961.0,7579350698.0
Jammu & Kashmir,Anantnag District,2024,4,,7615690.0,8756272825.0
Jammu & Kashmir,Kupwara District,2024,4,,7528706.0,8780729218.0
Jharkhand,Ramgarh District,2018,1,,97459.0,85844869.66475454
Jharkhand,Ranchi District,2018,1,,356622.0,434234048.4962647
Jharkhand,East Singhbhum District,2018,1,,220276.0,257229540.65490007
Jharkhand,Jamtara District,2018,1,,21925.0,37530176.98115201
Jharkhand,Dumka District,2018,1,,37867.0,33366389.64390042
Jharkhand,Koderma District,2018,1,,58922.0,76001334.68492848
Jharkhand,Hazaribagh District,2018,1,,150709.0,171297280.2361688
Jharkhand,Simdega District,2018,1,,6739.0,9328083.907140622
Jharkhand,Garhwa District,2018,1,,47858.0,105426064.77369875
Jharkhand,Saraikela Kharsawan District,2018,1,,83449.0,74573902.81878725
Jharkhand,Gumla District,2018,1,,12079.0,15422722.31229529
Jharkhand,Chatra District,2018,1,,28364.0,48808252.9144469
Jharkhand,Khunti District,2018,1,,10377.0,12238451.413852565
Jharkhand,Dhanbad District,2018,1,,340878.0,271973005.2993548
Jharkhand,Godda District,2018,1,,36994.0,36033979.36832302
Jharkhand,Deoghar District,2018,1,,70058.0,91100585.73781538
Jharkhand,Palamu District,2018,1,,84608.0,128141542.2688809
Jharkhand,Latehar District,2018,1,,20416.0,35121829.70128228
Jharkhand,West Singhbhum District,2018,1,,34197.0,38008802.03968498
Jharkhand,Pakur District,2018,1,,17321.0,10639883.904580789
Jharkhand,Lohardaga District,2018,1,,15716.0,16349311.325518148
Jharkhand,Sahebganj District,2018,1,,30741.0,44038697.06983768
Jharkhand,Giridih District,2018,1,,131905.0,131409945.94483337
Jharkhand,Bokaro District,2018,1,,263441.0,210067688.75698972
Jharkhand,Ramgarh District,2018,2,,120655.0,173725383.96619216
Jharkhand,Ranchi District,2018,2,,501072.0,820976014.2247977
Jharkhand,East Singhbhum District,2018,2,,323829.0,467008622.29054534
Jharkhand,Jamtara District,2018,2,,33336.0,65954452.967897445
Jharkhand,Dumka District,2018,2,,52730.0,62513760.31002599
Jharkhand,Koderma District,2018,2,,78447.0,157457238.23045406
Jharkhand,Hazaribagh District,2018,2,,214298.0,371520189.2845477
Jharkhand,Simdega District,2018,2,,9842.0,19536971.86893055
Jharkhand,Garhwa District,2018,2,,80546.0,248149219.75080514
Jharkhand,Saraikela Kharsawan District,2018,2,,117686.0,128312051.58743985
Jharkhand,Gumla District,2018,2,,18470.0,30300849.443379648
Jharkhand,Chatra District,2018,2,,42721.0,103935683.23963837
Jharkhand,Khunti District,2018,2,,14808.0,24028506.190518655
Jharkhand,Dhanbad District,2018,2,,520547.0,503649314.08955395
Jharkhand,Godda District,2018,2,,55790.0,94877071.5958207
Jharkhand,Deoghar District,2018,2,,96438.0,148363954.84218916
Jharkhand,Palamu District,2018,2,,131021.0,325976624.8230643
Jharkhand,Latehar District,2018,2,,31244.0,78012578.84608759
Jharkhand,West Singhbhum District,2018,2,,49609.0,69912382.99671319
Jharkhand,Pakur District,2018,2,,24613.0,32269216.251769222
Jharkhand,Lohardaga District,2018,2,,20959.0,31539375.169917487
Jharkhand,Sahebganj District,2018,2,,44517.0,97661893.23262924
Jharkhand,Giridih District,2018,2,,172783.0,267172044.8851918
Jharkhand,Bokaro District,2018,2,,396119.0,398722258.97476417
Jharkhand,Ramgarh District,2018,3,,264474.0,310366602.6469911
Jharkhand,Ranchi District,2018,3,,1040485.0,1373309866.0578432
Jharkhand,East Singhbhum District,2018,3,,716556.0,825516933.9712927
Jharkhand,Jamtara District,2018,3,,73849.0,76580887.24947754
Jharkhand,Dumka District,2018,3,,151655.0,133011457.10467342
Jharkhand,Koderma District,2018,3,,138942.0,249949409.4803542
Jharkhand,Hazaribagh District,2018,3,,542701.0,663718370.6947035
Jharkhand,Simdega District,2018,3,,13726.0,25648369.734839424
Jharkhand,Garhwa District,2018,3,,108433.0,336403685.7283772
Jharkhand,Saraikela Kharsawan District,2018,3,,290800.0,265695487.6867497
Jharkhand,Gumla District,2018,3,,25772.0,42595638.74931184
Jharkhand,Chatra District,2018,3,,79849.0,174206860.24867332
Jharkhand,Khunti District,2018,3,,21153.0,44676454.34154199
Jharkhand,Dhanbad District,2018,3,,2064271.0,1383326534.6497746
Jharkhand,Godda District,2018,3,,74223.0,125755382.3951503
Jharkhand,Deoghar District,2018,3,,152113.0,198908051.87959886
Jharkhand,Palamu District,2018,3,,166304.0,405648506.51824975
Jharkhand,Latehar District,2018,3,,44859.0,121527383.17373994
Jharkhand,West Singhbhum District,2018,3,,79053.0,112805093.1913876
Jharkhand,Pakur District,2018,3,,40103.0,53635968.332766
Jharkhand,Lohardaga District,2018,3,,29529.0,51299901.60382438
Jharkhand,Sahebganj District,2018,3,,63020.0,126227082.25502507
Jharkhand,Giridih District,2018,3,,334079.0,457115389.3922781
Jharkhand,Bokaro District,2018,3,,1606672.0,1103642100.617909
Jharkhand,Ramgarh District,2018,4,,245189.0,412829670.89178383
Jharkhand,Ranchi District,2018,4,,997887.0,1817673935.7006779
Jharkhand,East Singhbhum District,2018,4,,616640.0,990453488.2225387
Jharkhand,Jamtara District,2018,4,,69899.0,88236099.31173173
Jharkhand,Dumka District,2018,4,,108716.0,130199956.43032046
Jharkhand,Koderma District,2018,4,,145018.0,347563723.9094753
Jharkhand,Hazaribagh District,2018,4,,454790.0,843013094.1120856
Jharkhand,Simdega District,2018,4,,19546.0,44876911.67864157
Jharkhand,Garhwa District,2018,4,,150200.0,498426272.61469066
Jharkhand,Saraikela Kharsawan District,2018,4,,242853.0,296733243.1740029
Jharkhand,Gumla District,2018,4,,35436.0,74139877.45931
Jharkhand,Chatra District,2018,4,,99556.0,275373551.3442755
Jharkhand,Khunti District,2018,4,,27189.0,58660541.43013879
Jharkhand,Dhanbad District,2018,4,,1062585.0,1128043527.8329782
Jharkhand,Godda District,2018,4,,111530.0,195266208.56380132
Jharkhand,Deoghar District,2018,4,,152383.0,236116834.01685223
Jharkhand,Palamu District,2018,4,,234378.0,620094977.5658048
Jharkhand,Latehar District,2018,4,,69590.0,215459501.83440596
Jharkhand,West Singhbhum District,2018,4,,94778.0,161602065.21757331
Jharkhand,Pakur District,2018,4,,58677.0,76373283.19081725
Jharkhand,Lohardaga District,2018,4,,35604.0,81171963.13151148
Jharkhand,Sahebganj District,2018,4,,88654.0,175686520.1584292
Jharkhand,Giridih District,2018,4,,364032.0,575695972.035529
Jharkhand,Bokaro District,2018,4,,798913.0,898225421.2948879
Jharkhand,Ramgarh District,2019,1,,349693.0,489903880.8153255
Jharkhand,Ranchi District,2019,1,,1958897.0,3112736131.120337
Jharkhand,East Singhbhum District,2019,1,,909285.0,1244357275.145483
Jharkhand,Jamtara District,2019,1,,92090.0,106210459.76307851
Jharkhand,Dumka District,2019,1,,161100.0,170044993.11020815
Jharkhand,Koderma District,2019,1,,206484.0,382615731.9092488
Jharkhand,Hazaribagh District,2019,1,,658381.0,1096533636.5584443
Jharkhand,Simdega District,2019,1,,21230.0,49042353.79927784
Jharkhand,Garhwa District,2019,1,,189007.0,622547866.7237244
Jharkhand,Saraikela Kharsawan District,2019,1,,395831.0,376316821.2155843
Jharkhand,Gumla District,2019,1,,44668.0,89190224.49664608
Jharkhand,Chatra District,2019,1,,139459.0,349699443.98078203
Jharkhand,Khunti District,2019,1,,36962.0,76762554.1396697
Jharkhand,Dhanbad District,2019,1,,1390250.0,1330543703.1307168
Jharkhand,Godda District,2019,1,,193681.0,262228609.84591857
Jharkhand,Deoghar District,2019,1,,204610.0,311986223.28785783
Jharkhand,Palamu District,2019,1,,336935.0,875063883.7575887
Jharkhand,Latehar District,2019,1,,105495.0,304872788.6697321
Jharkhand,West Singhbhum District,2019,1,,132348.0,203416567.0013063
Jharkhand,Pakur District,2019,1,,89881.0,101085742.56454855
Jharkhand,Lohardaga District,2019,1,,44688.0,101421187.79935181
Jharkhand,Sahebganj District,2019,1,,111302.0,229450483.51369292
Jharkhand,Giridih District,2019,1,,540524.0,695057378.0180323
Jharkhand,Bokaro District,2019,1,,1074907.0,1046148508.9114575
Jharkhand,Ramgarh District,2019,2,,331688.0,593592675.6244884
Jharkhand,Ranchi District,2019,2,,3147028.0,5924687357.225821
Jharkhand,East Singhbhum District,2019,2,,960100.0,1505995808.375913
Jharkhand,Jamtara District,2019,2,,62476.0,117513448.63148057
Jharkhand,Dumka District,2019,2,,120692.0,195596448.81764007
Jharkhand,Koderma District,2019,2,,194180.0,466014390.1260528
Jharkhand,Hazaribagh District,2019,2,,633673.0,1332857266.8961062
Jharkhand,Simdega District,2019,2,,27420.0,68451218.94833788
Jharkhand,Garhwa District,2019,2,,205986.0,744151237.499465
Jharkhand,Saraikela Kharsawan District,2019,2,,328153.0,412040653.554274
Jharkhand,Gumla District,2019,2,,49344.0,105885709.66313219
Jharkhand,Chatra District,2019,2,,145939.0,427446541.16172373
Jharkhand,Khunti District,2019,2,,38486.0,92472196.04874589
Jharkhand,Dhanbad District,2019,2,,1279110.0,1614589568.7048624
Jharkhand,Godda District,2019,2,,143913.0,298191584.8881432
Jharkhand,Deoghar District,2019,2,,216404.0,385121235.7476239
Jharkhand,Palamu District,2019,2,,330327.0,1046448701.3271729
Jharkhand,Latehar District,2019,2,,104321.0,330417179.3593244
Jharkhand,West Singhbhum District,2019,2,,127553.0,243625440.90217423
Jharkhand,Pakur District,2019,2,,67895.0,110901285.51662283
Jharkhand,Lohardaga District,2019,2,,49909.0,114529140.20313537
Jharkhand,Sahebganj District,2019,2,,95569.0,250029522.62360385
Jharkhand,Giridih District,2019,2,,447860.0,872870570.3762811
Jharkhand,Bokaro District,2019,2,,1020185.0,1369272123.3242126
Jharkhand,Ramgarh District,2019,3,,466086.0,666327597.117374
Jharkhand,Ranchi District,2019,3,,3924885.0,6987035689.115903
Jharkhand,East Singhbhum District,2019,3,,1439445.0,1863746509.1365323
Jharkhand,Jamtara District,2019,3,,74851.0,142379562.4853839
Jharkhand,Dumka District,2019,3,,163465.0,254711658.17907476
Jharkhand,Koderma District,2019,3,,218889.0,472984198.32100344
Jharkhand,Hazaribagh District,2019,3,,917999.0,1501364416.6671975
Jharkhand,Simdega District,2019,3,,32543.0,71672793.4660503
Jharkhand,Garhwa District,2019,3,,253092.0,766713453.1640826
Jharkhand,Saraikela Kharsawan District,2019,3,,436371.0,499189494.0970435
Jharkhand,Gumla District,2019,3,,60628.0,120987411.12363127
Jharkhand,Chatra District,2019,3,,191618.0,462948245.07882226
Jharkhand,Khunti District,2019,3,,46902.0,96458968.46191373
Jharkhand,Dhanbad District,2019,3,,2290227.0,1900631592.4346042
Jharkhand,Godda District,2019,3,,156420.0,330294444.3316301
Jharkhand,Deoghar District,2019,3,,344455.0,555613175.4677337
Jharkhand,Palamu District,2019,3,,408718.0,1090919704.3977737
Jharkhand,Latehar District,2019,3,,144588.0,398425179.6788881
Jharkhand,West Singhbhum District,2019,3,,172682.0,269069817.53950894
Jharkhand,Pakur District,2019,3,,70296.0,127897219.12087816
Jharkhand,Lohardaga District,2019,3,,60724.0,122597923.83547777
Jharkhand,Sahebganj District,2019,3,,109215.0,274001393.08005285
Jharkhand,Giridih District,2019,3,,498118.0,876022719.9153262
Jharkhand,Bokaro District,2019,3,,1738430.0,1613980827.1432543
Jharkhand,Ramgarh District,2019,4,,606260.0,907240261.0972492
Jharkhand,Ranchi District,2019,4,,4962725.0,8766487755.261751
Jharkhand,East Singhbhum District,2019,4,,1743320.0,2454308540.295499
Jharkhand,Jamtara District,2019,4,,128678.0,181420052.0316623
Jharkhand,Dumka District,2019,4,,246083.0,333225930.0008347
Jharkhand,Koderma District,2019,4,,300610.0,620039096.2061743
Jharkhand,Hazaribagh District,2019,4,,1115893.0,1919987793.5106766
Jharkhand,Simdega District,2019,4,,50843.0,111985838.91556814
Jharkhand,Garhwa District,2019,4,,353292.0,1079121447.7061095
Jharkhand,Saraikela Kharsawan District,2019,4,,542522.0,632386702.9813409
Jharkhand,Gumla District,2019,4,,88718.0,182271440.1914146
Jharkhand,Chatra District,2019,4,,266238.0,605474152.4401714
Jharkhand,Khunti District,2019,4,,63682.0,141760019.40566558
Jharkhand,Dhanbad District,2019,4,,2966376.0,2559078950.795422
Jharkhand,Godda District,2019,4,,223042.0,498672089.4866885
Jharkhand,Deoghar District,2019,4,,411994.0,652381524.6441478
Jharkhand,Palamu District,2019,4,,568241.0,1542916983.3263822
Jharkhand,Latehar District,2019,4,,178887.0,527968456.97653687
Jharkhand,West Singhbhum District,2019,4,,237879.0,373351248.94109875
Jharkhand,Pakur District,2019,4,,101976.0,169185786.96339715
Jharkhand,Lohardaga District,2019,4,,84315.0,178315463.61294547
Jharkhand,Sahebganj District,2019,4,,148678.0,378366809.0588422
Jharkhand,Giridih District,2019,4,,664950.0,1173756910.3354383
Jharkhand,Bokaro District,2019,4,,2193416.0,2158045122.491934
Jharkhand,Ramgarh District,2020,1,,695324.0,1086274774.7268305
Jharkhand,Ranchi District,2020,1,,5132983.0,10593904951.012724
Jharkhand,East Singhbhum District,2020,1,,1934537.0,3099559621.386287
Jharkhand,Jamtara District,2020,1,,110484.0,209697372.97611183
Jharkhand,Dumka District,2020,1,,224016.0,383229546.99452996
Jharkhand,Koderma District,2020,1,,365431.0,822439808.7029362
Jharkhand,Hazaribagh District,2020,1,,1199387.0,2376853316.738264
Jharkhand,Simdega District,2020,1,,64462.0,137272246.4613846
Jharkhand,Garhwa District,2020,1,,428582.0,1339489644.523571
Jharkhand,Saraikela Kharsawan District,2020,1,,595845.0,742590781.671559
Jharkhand,Gumla District,2020,1,,111756.0,222110686.8773355
Jharkhand,Chatra District,2020,1,,313522.0,788916110.327395
Jharkhand,Khunti District,2020,1,,75552.0,152340107.1539104
Jharkhand,Dhanbad District,2020,1,,2193642.0,2650637205.6009936
Jharkhand,Godda District,2020,1,,249509.0,564748152.099283
Jharkhand,Deoghar District,2020,1,,434837.0,757609415.2029015
Jharkhand,Palamu District,2020,1,,715476.0,2015033114.7157931
Jharkhand,Latehar District,2020,1,,217475.0,639364154.4533424
Jharkhand,West Singhbhum District,2020,1,,285811.0,454415645.6741731
Jharkhand,Pakur District,2020,1,,108230.0,205523234.31388295
Jharkhand,Lohardaga District,2020,1,,104542.0,204296439.89280277
Jharkhand,Sahebganj District,2020,1,,177230.0,487455326.4314028
Jharkhand,Giridih District,2020,1,,724320.0,1422925290.0151396
Jharkhand,Bokaro District,2020,1,,1819760.0,2254545205.3164005
Jharkhand,Ramgarh District,2020,2,,881527.0,1300903967.457524
Jharkhand,Ranchi District,2020,2,,4656822.0,10380666521.918905
Jharkhand,East Singhbhum District,2020,2,,1939867.0,2840155683.786606
Jharkhand,Jamtara District,2020,2,,161843.0,350691494.27817845
Jharkhand,Dumka District,2020,2,,259862.0,469191055.92352027
Jharkhand,Koderma District,2020,2,,493830.0,912366534.8065351
Jharkhand,Hazaribagh District,2020,2,,1409834.0,2588140607.1389537
Jharkhand,Simdega District,2020,2,,100085.0,195028382.9212324
Jharkhand,Garhwa District,2020,2,,599059.0,1748704415.4989936
Jharkhand,Saraikela Kharsawan District,2020,2,,587527.0,766916078.3234978
Jharkhand,Gumla District,2020,2,,175059.0,330789187.03839815
Jharkhand,Chatra District,2020,2,,476954.0,1108137355.0743728
Jharkhand,Khunti District,2020,2,,127141.0,263827186.5077803
Jharkhand,Dhanbad District,2020,2,,2069288.0,2849779826.644753
Jharkhand,Godda District,2020,2,,342499.0,727907900.2439984
Jharkhand,Deoghar District,2020,2,,517347.0,910853520.4686105
Jharkhand,Palamu District,2020,2,,977293.0,2564725761.923155
Jharkhand,Latehar District,2020,2,,301760.0,870606389.4069383
Jharkhand,West Singhbhum District,2020,2,,384576.0,582210638.4847379
Jharkhand,Pakur District,2020,2,,147662.0,275919707.4833728
Jharkhand,Lohardaga District,2020,2,,149462.0,289764741.07358885
Jharkhand,Sahebganj District,2020,2,,245058.0,659620579.2781014
Jharkhand,Giridih District,2020,2,,1094408.0,1886588905.3434167
Jharkhand,Bokaro District,2020,2,,2042748.0,2612705534.8983884
Jharkhand,Ramgarh District,2020,3,,1222166.0,1969854247.423759
Jharkhand,Ranchi District,2020,3,,6079407.0,12343755027.43895
Jharkhand,East Singhbhum District,2020,3,,2722454.0,4116728544.957738
Jharkhand,Jamtara District,2020,3,,167054.0,337059955.068951
Jharkhand,Dumka District,2020,3,,329425.0,648063334.9878433
Jharkhand,Koderma District,2020,3,,670438.0,1354273356.911725
Jharkhand,Hazaribagh District,2020,3,,2043474.0,3943736117.757715
Jharkhand,Simdega District,2020,3,,114037.0,257055553.20793328
Jharkhand,Garhwa District,2020,3,,691808.0,1995620748.670542
Jharkhand,Saraikela Kharsawan District,2020,3,,813102.0,1185068471.0752506
Jharkhand,Gumla District,2020,3,,211669.0,453944247.74527246
Jharkhand,Chatra District,2020,3,,553055.0,1310278826.408379
Jharkhand,Khunti District,2020,3,,259453.0,653803866.6006848
Jharkhand,Dhanbad District,2020,3,,2897219.0,4328813599.670497
Jharkhand,Godda District,2020,3,,419522.0,946721454.8104622
Jharkhand,Deoghar District,2020,3,,696852.0,1245632763.5577192
Jharkhand,Palamu District,2020,3,,1186565.0,3029928179.9686275
Jharkhand,Latehar District,2020,3,,354462.0,979875803.5760496
Jharkhand,West Singhbhum District,2020,3,,471912.0,884348327.5039041
Jharkhand,Pakur District,2020,3,,177650.0,376632378.6947435
Jharkhand,Lohardaga District,2020,3,,195656.0,425384823.0010126
Jharkhand,Sahebganj District,2020,3,,298379.0,828597626.3482716
Jharkhand,Giridih District,2020,3,,1577805.0,3133920203.0911756
Jharkhand,Bokaro District,2020,3,,2914909.0,3873518361.5365276
Jharkhand,Ramgarh District,2020,4,,1794655.0,3007749575.42791
Jharkhand,Ranchi District,2020,4,,8317124.0,15659917253.677042
Jharkhand,East Singhbhum District,2020,4,,4179679.0,6186133250.919455
Jharkhand,Jamtara District,2020,4,,219668.0,411533853.2107391
Jharkhand,Dumka District,2020,4,,477931.0,945885729.6587029
Jharkhand,Koderma District,2020,4,,1009906.0,2084555455.864562
Jharkhand,Hazaribagh District,2020,4,,3130010.0,6000420755.634438
Jharkhand,Simdega District,2020,4,,159242.0,394670989.1547481
Jharkhand,Garhwa District,2020,4,,1066915.0,3132518917.570641
Jharkhand,Saraikela Kharsawan District,2020,4,,1193402.0,1733160460.894959
Jharkhand,Gumla District,2020,4,,304672.0,683638237.6119499
Jharkhand,Chatra District,2020,4,,803578.0,1902306145.1554122
Jharkhand,Khunti District,2020,4,,308867.0,747006598.3386451
Jharkhand,Dhanbad District,2020,4,,4393208.0,6659934484.806874
Jharkhand,Godda District,2020,4,,565640.0,1281356655.8426871
Jharkhand,Deoghar District,2020,4,,997893.0,1729898241.8346453
Jharkhand,Palamu District,2020,4,,1861344.0,4863829078.659186
Jharkhand,Latehar District,2020,4,,528656.0,1484525842.3836887
Jharkhand,West Singhbhum District,2020,4,,681181.0,1292020190.6032867
Jharkhand,Pakur District,2020,4,,250419.0,572066553.6930829
Jharkhand,Lohardaga District,2020,4,,270837.0,604770618.0510373
Jharkhand,Sahebganj District,2020,4,,480796.0,1235490291.6690285
Jharkhand,Giridih District,2020,4,,2130742.0,4345307139.123083
Jharkhand,Bokaro District,2020,4,,4305268.0,5846478510.257725
Jharkhand,Ramgarh District,2021,1,,1838015.0,3113016266.674764
Jharkhand,Ranchi District,2021,1,,11611641.0,20516524899.03152
Jharkhand,East Singhbhum District,2021,1,,4431654.0,6647300274.483877
Jharkhand,Jamtara District,2021,1,,208526.0,456838927.1135131
Jharkhand,Dumka District,2021,1,,485116.0,1054597944.1023581
Jharkhand,Koderma District,2021,1,,1058803.0,2379867579.0265236
Jharkhand,Hazaribagh District,2021,1,,3539762.0,6866253812.618536
Jharkhand,Simdega District,2021,1,,163159.0,443425869.7908051
Jharkhand,Garhwa District,2021,1,,1096691.0,3661839156.3892975
Jharkhand,Saraikela Kharsawan District,2021,1,,1224133.0,1846065133.2774882
Jharkhand,Gumla District,2021,1,,300767.0,700017298.5308061
Jharkhand,Chatra District,2021,1,,839701.0,2171985101.448553
Jharkhand,Khunti District,2021,1,,464048.0,1047603370.1557792
Jharkhand,Dhanbad District,2021,1,,4584110.0,6811987883.293642
Jharkhand,Godda District,2021,1,,584620.0,1457345939.5015016
Jharkhand,Deoghar District,2021,1,,1017919.0,1876182730.6236756
Jharkhand,Palamu District,2021,1,,2014288.0,5697480883.817553
Jharkhand,Latehar District,2021,1,,546679.0,1732342142.5834413
Jharkhand,West Singhbhum District,2021,1,,670523.0,1322374324.8912904
Jharkhand,Pakur District,2021,1,,263883.0,682145434.961675
Jharkhand,Lohardaga District,2021,1,,259945.0,625119351.870021
Jharkhand,Sahebganj District,2021,1,,517329.0,1456515063.8178966
Jharkhand,Giridih District,2021,1,,2479885.0,5277166388.790894
Jharkhand,Bokaro District,2021,1,,4420466.0,5905357346.344383
Jharkhand,Ramgarh District,2021,2,,2288585.0,3877533810.611661
Jharkhand,Ranchi District,2021,2,,12803752.0,24097148083.85807
Jharkhand,East Singhbhum District,2021,2,,4844508.0,7485477213.88922
Jharkhand,Jamtara District,2021,2,,268046.0,576323502.2984698
Jharkhand,Dumka District,2021,2,,579153.0,1248082915.3199866
Jharkhand,Koderma District,2021,2,,1572074.0,3471429723.7763453
Jharkhand,Hazaribagh District,2021,2,,4311550.0,8773101232.77659
Jharkhand,Simdega District,2021,2,,204689.0,556206846.121381
Jharkhand,Garhwa District,2021,2,,1508109.0,4795351244.711267
Jharkhand,Saraikela Kharsawan District,2021,2,,1440421.0,2222711733.4601
Jharkhand,Gumla District,2021,2,,389400.0,873032795.9258515
Jharkhand,Chatra District,2021,2,,1183845.0,3030531855.554953
Jharkhand,Khunti District,2021,2,,623106.0,1375114068.8753088
Jharkhand,Dhanbad District,2021,2,,5334482.0,8209158081.62978
Jharkhand,Godda District,2021,2,,788804.0,1898253133.9049225
Jharkhand,Deoghar District,2021,2,,1262537.0,2376011132.9046144
Jharkhand,Palamu District,2021,2,,2758556.0,7542921519.250463
Jharkhand,Latehar District,2021,2,,706554.0,2053012067.274984
Jharkhand,West Singhbhum District,2021,2,,794591.0,1521313659.4784636
Jharkhand,Pakur District,2021,2,,337610.0,833572858.5864425
Jharkhand,Lohardaga District,2021,2,,339384.0,800493627.1009691
Jharkhand,Sahebganj District,2021,2,,703625.0,1910517620.5575867
Jharkhand,Giridih District,2021,2,,3689998.0,7492833865.491149
Jharkhand,Bokaro District,2021,2,,5268766.0,7412510718.099218
Jharkhand,Ramgarh District,2021,3,,2997440.0,4729136754.335512
Jharkhand,Ranchi District,2021,3,,18164412.0,29840666997.95928
Jharkhand,East Singhbhum District,2021,3,,6664581.0,9865148330.327866
Jharkhand,Jamtara District,2021,3,,309392.0,648846970.5691583
Jharkhand,Dumka District,2021,3,,738218.0,1457487337.7677379
Jharkhand,Koderma District,2021,3,,1915108.0,3791284439.1618476
Jharkhand,Hazaribagh District,2021,3,,5890582.0,10260697900.091328
Jharkhand,Simdega District,2021,3,,250147.0,660899558.6634479
Jharkhand,Garhwa District,2021,3,,1683530.0,4548792921.936173
Jharkhand,Saraikela Kharsawan District,2021,3,,1902736.0,2794551681.2667665
Jharkhand,Gumla District,2021,3,,476983.0,1094145300.9796107
Jharkhand,Chatra District,2021,3,,1402714.0,3145217133.680824
Jharkhand,Khunti District,2021,3,,788933.0,1555491870.4693995
Jharkhand,Dhanbad District,2021,3,,7087770.0,10358661169.007961
Jharkhand,Godda District,2021,3,,942468.0,2073832346.8346558
Jharkhand,Deoghar District,2021,3,,1605675.0,2727738277.4550085
Jharkhand,Palamu District,2021,3,,3314946.0,7464641801.918359
Jharkhand,Latehar District,2021,3,,854352.0,2134940878.023822
Jharkhand,West Singhbhum District,2021,3,,1029963.0,1879543305.8712544
Jharkhand,Pakur District,2021,3,,429912.0,996153827.0320704
Jharkhand,Lohardaga District,2021,3,,433222.0,973484842.9819839
Jharkhand,Sahebganj District,2021,3,,902632.0,2163112863.5354643
Jharkhand,Giridih District,2021,3,,4225858.0,7817410903.974937
Jharkhand,Bokaro District,2021,3,,6784128.0,8909127705.00824
Jharkhand,Ramgarh District,2021,4,,3983583.0,6432497429.630726
Jharkhand,Ranchi District,2021,4,,24545152.0,39912526848.089005
Jharkhand,East Singhbhum District,2021,4,,8580079.0,12866334499.288763
Jharkhand,Jamtara District,2021,4,,420110.0,899430757.6446146
Jharkhand,Dumka District,2021,4,,1007415.0,1995978391.5600896
Jharkhand,Koderma District,2021,4,,2621669.0,5203974984.686633
Jharkhand,Hazaribagh District,2021,4,,7977180.0,13886616619.230751
Jharkhand,Simdega District,2021,4,,337680.0,938425675.838901
Jharkhand,Garhwa District,2021,4,,2450056.0,6434562133.24218
Jharkhand,Saraikela Kharsawan District,2021,4,,2464688.0,3572566246.9868546
Jharkhand,Gumla District,2021,4,,636433.0,1527038244.986805
Jharkhand,Chatra District,2021,4,,1941040.0,4513039854.003838
Jharkhand,Khunti District,2021,4,,1041603.0,2066589985.050446
Jharkhand,Dhanbad District,2021,4,,9479444.0,14274464381.899334
Jharkhand,Godda District,2021,4,,1280918.0,2759418369.0632443
Jharkhand,Deoghar District,2021,4,,2254328.0,3870686738.9693007
